name,state,acronym,short_name
Brazosport College,TX,BC,BC
Central Texas College,TX,CTC,CTC
Charles and Sues School of Hair Design,TX,CSSHD,CSSHD
Cisco College,TX,CC,CC
Clarendon College,TX,CC,CC
Concordia University Texas,TX,CUT,CUT
BK Cosmo College of Cosmetology,TX,BCCC,BCCC
North Central Texas College,TX,NCTC,NCTC
Texas A & M University-Corpus Christi,TX,TMUCC,TMUCC
Paul Mitchell the School-Dallas,TX,PMSD,PMSD
Dallas Baptist University,TX,DBU,DBU
Dallas Christian College,TX,DCC,DCC
Dallas Institute of Funeral Service,TX,DIFS,DIFS
Dallas Theological Seminary,TX,DTS,DTS
University of Dallas,TX,UD,UD
Del Mar College,TX,DMC,DMC
East Texas Baptist University,TX,ETBU,ETBU
Texas A&M University-Texarkana,TX,TUT,TUT
East Texas A&M University,TX,ETU,ETU
Dallas College,TX,DC,DC
El Paso Community College,TX,EPCC,EPCC
Western Technical College,TX,WTC,WTC
Episcopal Theological Seminary of the Southwest,TX,ETSS,ETSS
Frank Phillips College,TX,FPC,FPC
Galveston College,TX,GC,GC
Graham's Barber College,TX,GBC,GBC
Grayson College,TX,GC,GC
Hallmark University,TX,HU,HU
Hardin-Simmons University,TX,HSU,HSU
Trinity Valley Community College,TX,TVCC,TVCC
Hill College,TX,HC,HC
Houston Christian University,TX,HCU,HCU
University of Houston-Clear Lake,TX,UHCL,UHCL
Houston City College,TX,HCC,HCC
University of Houston-Downtown,TX,UHD,UHD
Texas A&M University-Victoria,TX,TUV,TUV
University of Houston,TX,UH,UH
Howard College,TX,HC,HC
Howard Payne University,TX,HPU,HPU
Huston-Tillotson University,TX,HTU,HTU
University of the Incarnate Word,TX,UIW,UIW
Jacksonville College-Main Campus,TX,JCMC,JCMC
Jarvis Christian University,TX,JCU,JCU
KD Conservatory College of Film and Dramatic Arts,TX,KCCFDA,KCCFDA
Kilgore College,TX,KC,KC
Lamar University,TX,LU,LU
Lamar State College-Orange,TX,LSCO,LSCO
Lamar State College-Port Arthur,TX,LSCPA,LSCPA
Laredo College,TX,LC,LC
Texas A & M International University,TX,TMIU,TMIU
Lee College,TX,LC,LC
LeTourneau University,TX,LU,LU
Lincoln College of Technology-Grand Prairie,TX,LCTGP,LCTGP
Lubbock Christian University,TX,LCU,LCU
College of the Mainland,TX,CM,CM
University of Mary Hardin-Baylor,TX,UMHB,UMHB
McLennan Community College,TX,MCC,MCC
McMurry University,TX,MU,MU
Covenant School of Nursing and Allied Health,TX,CSNAH,CSNAH
Midland College,TX,MC,MC
Midwestern State University,TX,MSU,MSU
William Edge Institute,TX,WEI,WEI
Wade College,TX,WC,WC
Southern Careers Institute-Austin,TX,SCIA,SCIA
Tint School of Makeup & Cosmetology,TX,TSMC,TSMC
Navarro College,TX,NC,NC
Lone Star College System,TX,LSCS,LSCS
University of North Texas,TX,UNT,UNT
Northeast Texas Community College,TX,NTCC,NTCC
Oblate School of Theology,TX,OST,OST
Ocean Corporation,TX,OC,OC
Odessa College,TX,OC,OC
Ogle School Hair Skin Nails-Arlington,TX,OSHSNA,OSHSNA
Ogle School Hair Skin Nails-Ft Worth,TX,OSHSNFW,OSHSNFW
Our Lady of the Lake University,TX,OLLU,OLLU
The University of Texas Rio Grande Valley,TX,UTRGV,UTRGV
Texas Southmost College,TX,TSC,TSC
Panola College,TX,PC,PC
Paris Junior College,TX,PJC,PJC
Paul Quinn College,TX,PQC,PQC
Prairie View A & M University,TX,PVMU,PVMU
Ranger College,TX,RC,RC
Aviation Institute of Maintenance-Houston,TX,AIMH,AIMH
Rice University,TX,RU,RU
Saint Edward's University,TX,SEU,SEU
St Philip's College,TX,SPC,SPC
Sam Houston State University,TX,SHSU,SHSU
San Antonio College,TX,SAC,SAC
San Jacinto Community College,TX,SJCC,SJCC
Schreiner University,TX,SU,SU
Seguin Beauty School-Seguin,TX,SBSS,SBSS
St. Mary's University,TX,SMU,SMU
South Plains College,TX,SPC,SPC
South Texas College of Law Houston,TX,STCLH,STCLH
South Texas Vocational Technical Institute-Weslaco,TX,STVTIW,STVTIW
Miller-Motte College-STVT-McAllen,TX,MMCSM,MMCSM
Southern Methodist University,TX,SMU,SMU
Southwest School of Business and Technical Careers-San Antonio,TX,SSBTCSA,SSBTCSA
Southwest Texas College,TX,STC,STC
Nelson University,TX,NU,NU
Southwestern University,TX,SU,SU
Stephen F Austin State University,TX,SFASU,SFASU
Texas State University,TX,TSU,TSU
Southwestern Adventist University,TX,SAU,SAU
Southwestern Christian College,TX,SCC,SCC
Sul Ross State University,TX,SRSU,SRSU
Tarleton State University,TX,TSU,TSU
Tarrant County College District,TX,TCCD,TCCD
Temple College,TX,TC,TC
University of Texas Southwestern Medical Center,TX,UTSMC,UTSMC
The University of Texas Health Science Center at San Antonio,TX,UTHSCSA,UTHSCSA
The University of Texas Medical Branch at Galveston,TX,UTMBG,UTMBG
Texarkana College,TX,TC,TC
Texas A&M University-Kingsville,TX,TUK,TUK
Texas A&M University-College Station,TX,TUCS,TUCS
The University of Texas at Arlington,TX,UTA,UTA
The University of Texas at Austin,TX,UTA,UTA
The University of Texas at Dallas,TX,UTD,UTD
The University of Texas at El Paso,TX,UTEP,UTEP
The University of Texas at Tyler,TX,UTT,UTT
Texas Chiropractic College Foundation Inc,TX,TCCFI,TCCFI
Texas Christian University,TX,TCU,TCU
Texas College,TX,TC,TC
University of North Texas Health Science Center,TX,UNTHSC,UNTHSC
Texas Lutheran University,TX,TLU,TLU
The University of Texas Permian Basin,TX,UTPB,UTPB
The University of Texas at San Antonio,TX,UTSA,UTSA
Texas Southern University,TX,TSU,TSU
Texas Tech University,TX,TTU,TTU
Texas Wesleyan University,TX,TWU,TWU
Texas Woman's University,TX,TWU,TWU
Trinity University,TX,TU,TU
The University of Texas Health Science Center at Houston,TX,UTHSCH,UTHSCH
Texas Tech University Health Sciences Center,TX,TTUHSC,TTUHSC
Tyler Junior College,TX,TJC,TJC
Universal Technical Institute of Texas Inc.,TX,UTITI,UTITI
UCAS University of Cosmetology Arts & Sciences-McAllen,TX,UUCASM,UUCASM
Vernon College,TX,VC,VC
Victoria Beauty & Barber College,TX,VBBC,VBBC
Victoria College,TX,VC,VC
Vogue College of Cosmetology-McAllen,TX,VCCM,VCCM
Wayland Baptist University,TX,WBU,WBU
Weatherford College,TX,WC,WC
West Texas A & M University,TX,WTMU,WTMU
Western Texas College,TX,WTC,WTC
Wharton County Junior College,TX,WCJC,WCJC
Wiley University,TX,WU,WU
Bridgerland Technical College,UT,BTC,BTC
Brigham Young University,UT,BYU,BYU
Brigham Young University-Hawaii,HI,BYUH,BYUH
Cameo College of Essential Beauty,UT,CCEB,CCEB
Collectiv Academy,UT,CA,CA
Davis Technical College,UT,DTC,DTC
Utah Tech University,UT,UTU,UTU
Evans Hairstyling College-Cedar City,UT,EHCCC,EHCCC
Evans Hairstyling College-St George,UT,EHCSG,EHCSG
Paul Mitchell the School-Salt Lake City,UT,PMSSLC,PMSSLC
Eagle Gate College-Murray,UT,EGCM,EGCM
Ensign College,UT,EC,EC
Ogden-Weber Technical College,UT,OWTC,OWTC
Snow College,UT,SC,SC
Southern Utah University,UT,SUU,SUU
Uintah Basin Technical College,UT,UBTC,UBTC
Utah State University,UT,USU,USU
Utah Valley University,UT,UVU,UVU
Salt Lake Community College,UT,SLCC,SLCC
University of Utah,UT,UU,UU
Weber State University,UT,WSU,WSU
Westminster University,UT,WU,WU
Bennington College,VT,BC,BC
Champlain College,VT,CC,CC
Community College of Vermont,VT,CCV,CCV
Middlebury College,VT,MC,MC
Norwich University,VT,NU,NU
O'Briens Aveda Institute,VT,OAI,OAI
Saint Michael's College,VT,SMC,SMC
SIT Graduate Institute,VT,SGI,SGI
Vermont Law and Graduate School,VT,VLGS,VLGS
Vermont State University,VT,VSU,VSU
University of Vermont,VT,UV,UV
Paul Mitchell the School-Roanoke,VA,PMSR,PMSR
Advanced Technology Institute,VA,ATI,ATI
Averett University,VA,AU,AU
Bluefield University,VA,BU,BU
Bridgewater College,VA,BC,BC
William & Mary,VA,WM,WM
Regent University,VA,RU,RU
Central Virginia Community College,VA,CVCC,CVCC
Christopher Newport University,VA,CNU,CNU
Bryant & Stratton College-Virginia Beach,VA,BSCVB,BSCVB
Mountain Gateway Community College,VA,MGCC,MGCC
Danville Community College,VA,DCC,DCC
Centura College-Chesapeake,VA,CCC,CCC
Emory & Henry University,VA,EHU,EHU
Eastern Mennonite University,VA,EMU,EMU
Eastern Shore Community College,VA,ESCC,ESCC
Ferrum College,VA,FC,FC
George Mason University,VA,GMU,GMU
Germanna Community College,VA,GCC,GCC
Hampden-Sydney College,VA,HSC,HSC
Hampton University,VA,HU,HU
Hollins University,VA,HU,HU
J Sargeant Reynolds Community College,VA,JSRCC,JSRCC
James Madison University,VA,JMU,JMU
Brightpoint Community College,VA,BCC,BCC
Liberty University,VA,LU,LU
Longwood University,VA,LU,LU
Laurel Ridge Community College,VA,LRCC,LRCC
University of Lynchburg,VA,UL,UL
Centra College,VA,CC,CC
Mary Baldwin University,VA,MBU,MBU
University of Mary Washington,VA,UMW,UMW
Marymount University,VA,MU,MU
Sovah School of Health Professions,VA,SSHP,SSHP
Mountain Empire Community College,VA,MECC,MECC
American National University,VA,ANU,ANU
New River Community College,VA,NRCC,NRCC
Sentara College of Health Sciences,VA,SCHS,SCHS
Tidewater Tech-Trades,VA,TTT,TTT
Norfolk State University,VA,NSU,NSU
Northern Virginia Community College,VA,NVCC,NVCC
Old Dominion University,VA,ODU,ODU
Patrick & Henry Community College,VA,PHCC,PHCC
Paul D Camp Community College,VA,PDCCC,PDCCC
Southside College of Health Sciences,VA,SCHS,SCHS
Piedmont Virginia Community College,VA,PVCC,PVCC
Radford University,VA,RU,RU
Sylvain Melloul International Hair Academy,VA,SMIHA,SMIHA
Randolph-Macon College,VA,RMC,RMC
Randolph College,VA,RC,RC
Rappahannock Community College,VA,RCC,RCC
Fortis College-Norfolk,VA,FCN,FCN
Richard Bland College,VA,RBC,RBC
Bon Secours Memorial College of Nursing,VA,BSMCN,BSMCN
University of Richmond,VA,UR,UR
Riverside College of Health Sciences,VA,RCHS,RCHS
Roanoke College,VA,RC,RC
Bon Secours St Mary's Hospital School of Medical Imaging,VA,BSSMHSMI,BSSMHSMI
Shenandoah University,VA,SU,SU
Southeastern Free Will Baptist Bible College,NC,SFWBBC,SFWBBC
Southern Virginia University,VA,SVU,SVU
Southside Virginia Community College,VA,SVCC,SVCC
Southwest Virginia Community College,VA,SVCC,SVCC
Staunton School of Cosmetology,VA,SSC,SSC
Strayer University-Virginia,VA,SUV,SUV
Sweet Briar College,VA,SBC,SBC
Virginia Peninsula Community College,VA,VPCC,VPCC
Tidewater Community College,VA,TCC,TCC
Union Presbyterian Seminary,VA,UPS,UPS
University of Virginia's College at Wise,VA,UVCW,UVCW
Virginia Highlands Community College,VA,VHCC,VHCC
Virginia Polytechnic Institute and State University,VA,VPISU,VPISU
Virginia Western Community College,VA,VWCC,VWCC
Virginia Commonwealth University,VA,VCU,VCU
University of Virginia-Main Campus,VA,UVMC,UVMC
Virginia Military Institute,VA,VMI,VMI
Virginia University of Lynchburg,VA,VUL,VUL
Virginia State University,VA,VSU,VSU
Virginia Union University,VA,VUU,VUU
Virginia Wesleyan University,VA,VWU,VWU
Washington and Lee University,VA,WLU,WLU
Wytheville Community College,VA,WCC,WCC
Bellevue College,WA,BC,BC
Bellingham Technical College,WA,BTC,BTC
Big Bend Community College,WA,BBCC,BBCC
Central Washington University,WA,CWU,CWU
Centralia College,WA,CC,CC
City University of Seattle,WA,CUS,CUS
Paul Mitchell the School-Richland,WA,PMSR,PMSR
Clark College,WA,CC,CC
Clover Park Technical College,WA,CPTC,CPTC
Columbia Basin College,WA,CBC,CBC
Divers Institute of Technology,WA,DIT,DIT
Eastern Washington University,WA,EWU,EWU
Edmonds College,WA,EC,EC
Everett Community College,WA,ECC,ECC
The Evergreen State College,WA,ESC,ESC
Pierce College District,WA,PCD,PCD
Gonzaga University,WA,GU,GU
Grays Harbor College,WA,GHC,GHC
Green River College,WA,GRC,GRC
Toni & Guy Hairdressing Academy-Shoreline,WA,TGHAS,TGHAS
Heritage University,WA,HU,HU
Highline College,WA,HC,HC
Bastyr University,WA,BU,BU
Bates Technical College,WA,BTC,BTC
Lake Washington Institute of Technology,WA,LWIT,LWIT
Lower Columbia College,WA,LCC,LCC
North Seattle College,WA,NSC,NSC
Northwest University,WA,NU,NU
Olympic College,WA,OC,OC
Perry Technical Institute,WA,PTI,PTI
Pacific Lutheran University,WA,PLU,PLU
Peninsula College,WA,PC,PC
University of Puget Sound,WA,UPS,UPS
Renton Technical College,WA,RTC,RTC
Saint Martin's University,WA,SMU,SMU
South Seattle College,WA,SSC,SSC
Seattle Central College,WA,SCC,SCC
Seattle Pacific University,WA,SPU,SPU
Seattle University,WA,SU,SU
Shoreline College,WA,SC,SC
Skagit Valley College,WA,SVC,SVC
South Puget Sound Community College,WA,SPSCC,SPSCC
Spokane Community College,WA,SCC,SCC
Spokane Falls Community College,WA,SFCC,SFCC
Stylemaster College of Hair Design,WA,SCHD,SCHD
Tacoma Community College,WA,TCC,TCC
Walla Walla Community College,WA,WWCC,WWCC
Walla Walla University,WA,WWU,WWU
Washington State University,WA,WSU,WSU
University of Washington-Seattle Campus,WA,UWSC,UWSC
Wenatchee Valley College,WA,WVC,WVC
Western Washington University,WA,WWU,WWU
Whatcom Community College,WA,WCC,WCC
Whitman College,WA,WC,WC
Whitworth University,WA,WU,WU
Yakima Valley College,WA,YVC,YVC
Appalachian Beauty School,KY,ABS,ABS
Appalachian Bible College,WV,ABC,ABC
B M Spurr School of Practical Nursing,WV,BMSSPN,BMSSPN
Ben Franklin Career Center,WV,BFCC,BFCC
Bluefield State University,WV,BSU,BSU
Cabell County Career Technology Center,WV,CCCTC,CCCTC
Charleston School of Beauty Culture,WV,CSBC,CSBC
University of Charleston,WV,UC,UC
Clarksburg Beauty Academy and School of Massage Therapy,WV,CBASMT,CBASMT
Concord University,WV,CU,CU
Davis & Elkins College,WV,DEC,DEC
Fairmont State University,WV,FSU,FSU
Glenville State University,WV,GSU,GSU
Ameritas College,WV,AC,AC
James Rumsey Technical Institute,WV,JRTI,JRTI
Ralph R Willis Career and Technical Center,WV,RRWCTC,RRWCTC
Marshall University,WV,MU,MU
Mercer County Technical Education Center,WV,MCTEC,MCTEC
Monongalia County Technical Education Center,WV,MCTEC,MCTEC
Morgantown Beauty College Inc,WV,MBCI,MBCI
West Virginia University at Parkersburg,WV,WVUP,WVUP
Potomac State College of West Virginia University,WV,PSCWVU,PSCWVU
Academy of Careers and Technology,WV,ACT,ACT
Salem University,WV,SU,SU
Shepherd University,WV,SU,SU
Southern West Virginia Community and Technical College,WV,SWVCTC,SWVCTC
Fred W Eberle Technical Center,WV,FWETC,FWETC
West Virginia School of Osteopathic Medicine,WV,WVSOM,WVSOM
West Virginia State University,WV,WVSU,WVSU
West Virginia University Hospital Departments of Rad Tech and Nutrition,WV,WVUHDRTN,WVUHDRTN
West Liberty University,WV,WLU,WLU
West Virginia University Institute of Technology,WV,WVUIT,WVUIT
West Virginia Wesleyan College,WV,WVWC,WVWC
West Virginia Junior College-Charleston,WV,WVJCC,WVJCC
West Virginia Junior College-Morgantown,WV,WVJCM,WVJCM
International Beauty School,WV,IBS,IBS
West Virginia Northern Community College,WV,WVNCC,WVNCC
West Virginia University,WV,WVU,WVU
Wheeling University,WV,WU,WU
Wood County Technical Center-Practical Nursing,WV,WCTCPN,WCTCPN
VICI Beauty School,WI,VBS,VBS
Alverno College,WI,AC,AC
Madison Area Technical College,WI,MATC,MATC
Bellin College,WI,BC,BC
Beloit College,WI,BC,BC
Blackhawk Technical College,WI,BTC,BTC
Carroll University,WI,CU,CU
Carthage College,WI,CC,CC
Concordia University-Wisconsin,WI,CUW,CUW
Edgewood University,WI,EU,EU
Fox Valley Technical College,WI,FVTC,FVTC
Gateway Technical College,WI,GTC,GTC
The Professional Hair Design Academy,WI,PHDA,PHDA
Lakeland University,WI,LU,LU
Lakeshore Technical College,WI,LTC,LTC
Lawrence University,WI,LU,LU
Maranatha Baptist University,WI,MBU,MBU
Marquette University,WI,MU,MU
Medical College of Wisconsin,WI,MCW,MCW
Mid-State Technical College,WI,MSTC,MSTC
Milwaukee Area Technical College,WI,MATC,MATC
Milwaukee Institute of Art & Design,WI,MIAD,MIAD
Milwaukee School of Engineering,WI,MSE,MSE
Moraine Park Technical College,WI,MPTC,MPTC
Mount Mary University,WI,MMU,MMU
Nashotah House,WI,NH,NH
Nicolet Area Technical College,WI,NATC,NATC
Northcentral Technical College,WI,NTC,NTC
Northeast Wisconsin Technical College,WI,NWTC,NWTC
Ripon College,WI,RC,RC
Sacred Heart Seminary and School of Theology,WI,SHSST,SHSST
Saint Norbert College,WI,SNC,SNC
State College of Beauty Culture,WI,SCBC,SCBC
Southwest Wisconsin Technical College,WI,SWTC,SWTC
Viterbo University,WI,VU,VU
Chippewa Valley Technical College,WI,CVTC,CVTC
Waukesha County Technical College,WI,WCTC,WCTC
University of Wisconsin-Whitewater,WI,UWW,UWW
Northwood Technical College,WI,NTC,NTC
Wisconsin School of Professional Psychology,WI,WSPP,WSPP
University of Wisconsin-Eau Claire,WI,UWEC,UWEC
University of Wisconsin-Green Bay,WI,UWGB,UWGB
University of Wisconsin-La Crosse,WI,UWLC,UWLC
Wisconsin Lutheran College,WI,WLC,WLC
University of Wisconsin-Oshkosh,WI,UWO,UWO
University of Wisconsin-Parkside,WI,UWP,UWP
Herzing University-Madison,WI,HUM,HUM
University of Wisconsin-Stout,WI,UWS,UWS
University of Wisconsin-Superior,WI,UWS,UWS
University of Wisconsin-Madison,WI,UWM,UWM
University of Wisconsin-Milwaukee,WI,UWM,UWM
University of Wisconsin-Platteville,WI,UWP,UWP
University of Wisconsin-River Falls,WI,UWRF,UWRF
University of Wisconsin-Stevens Point,WI,UWSP,UWSP
Casper College,WY,CC,CC
Central Wyoming College,WY,CWC,CWC
Eastern Wyoming College,WY,EWC,EWC
Laramie County Community College,WY,LCCC,LCCC
Northwest College,WY,NC,NC
Northern Wyoming Community College District,WY,NWCCD,NWCCD
Western Wyoming Community College,WY,WWCC,WWCC
Cheeks Beauty Academy,WY,CBA,CBA
WyoTech,WY,,WyoTech
University of Wyoming,WY,UW,UW
American Samoa Community College,AS,ASCC,ASCC
Guam Community College,GU,GCC,GCC
University of Guam,GU,UG,UG
Northern Marianas College,MP,NMC,NMC
Institute of Beauty Careers,PR,IBC,IBC
American Educational College,PR,AEC,AEC
Antilles School of Technical Careers,PR,ASTC,ASTC
Universidad Adventista de las Antillas,PR,UADLA,UADLA
Atlantic University,PR,AU,AU
Universidad Central de Bayamon,PR,UCDB,UCDB
Albizu University-San Juan,PR,AUSJ,AUSJ
Caribbean University-Bayamon,PR,CUB,CUB
Caribbean University-Carolina,PR,CUC,CUC
Pontifical Catholic University of Puerto Rico-Arecibo,PR,PCUPRA,PCUPRA
Pontifical Catholic University of Puerto Rico-Ponce,PR,PCUPRP,PCUPRP
CEM College-San Juan,PR,CCSJ,CCSJ
Universidad Teologica del Caribe,PR,UTDC,UTDC
Colegio Universitario de San Juan,PR,CUDSJ,CUDSJ
Universidad Ana G. Mendez-Cupey Campus,PR,UAGMCC,UAGMCC
Puerto Rico Conservatory of Music,PR,PRCM,PRCM
Center for Advanced Studies On Puerto Rico and the Caribbean,PR,CASOPRC,CASOPRC
EDP University of Puerto Rico Inc-San Sebastian,PR,EUPRISS,EUPRISS
Escuela de Artes Plasticas y Diseno de Puerto Rico,PR,EDAPYDDPR,EDAPYDDPR
Instituto Tecnologico de Puerto Rico-Recinto de Manati,PR,ITDPRRDM,ITDPRRDM
Huertas College,PR,HC,HC
Humacao Community College,PR,HCC,HCC
ICPR Junior College-Arecibo,PR,IJCA,IJCA
ICPR Junior College-Mayaguez,PR,IJCM,IJCM
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,PR,ITDPRRDG,ITDPRRDG
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,PR,ITDPRRDSJ,ITDPRRDSJ
Inter American University of Puerto Rico-San German,PR,IAUPRSG,IAUPRSG
Inter American University of Puerto Rico-Aguadilla,PR,IAUPRA,IAUPRA
Inter American University of Puerto Rico-Arecibo,PR,IAUPRA,IAUPRA
Inter American University of Puerto Rico-Barranquitas,PR,IAUPRB,IAUPRB
Inter American University of Puerto Rico-Metro,PR,IAUPRM,IAUPRM
Inter American University of Puerto Rico-Ponce,PR,IAUPRP,IAUPRP
Inter American University of Puerto Rico-Fajardo,PR,IAUPRF,IAUPRF
Inter American University of Puerto Rico-Guayama,PR,IAUPRG,IAUPRG
Inter American University of Puerto Rico-Bayamon,PR,IAUPRB,IAUPRB
Inter American University of Puerto Rico-School of Law,PR,IAUPRSL,IAUPRSL
Liceo de Arte y Tecnologia,PR,LDAYT,LDAYT
Modern Hairstyling Institute-Bayamon,PR,MHIB,MHIB
Modern Hairstyling Institute-Arecibo,PR,MHIA,MHIA
NUC University,PR,NU,NU
Ponce Health Sciences University,PR,PHSU,PHSU
University of Puerto Rico-Aguadilla,PR,UPRA,UPRA
University of Puerto Rico-Arecibo,PR,UPRA,UPRA
University of Puerto Rico,PR,UPR,UPR
University of Puerto Rico-Carolina,PR,UPRC,UPRC
University of Puerto Rico at Cayey,PR,UPRC,UPRC
University of Puerto Rico-Humacao,PR,UPRH,UPRH
University of Puerto Rico-Utuado,PR,UPRU,UPRU
University of Puerto Rico-Mayaguez,PR,UPRM,UPRM
University of Puerto Rico-Medical Sciences,PR,UPRMS,UPRMS
University of Puerto Rico at Ponce,PR,UPRP,UPRP
University of Puerto Rico-Rio Piedras,PR,UPRRP,UPRRP
Universidad Ana G. Mendez-Carolina Campus,PR,UAGMCC,UAGMCC
Universidad del Sagrado Corazon,PR,UDSC,UDSC
Seminario Evangelico de Puerto Rico,PR,SEDPR,SEDPR
Universidad Central Del Caribe,PR,UCDC,UCDC
Universidad Politecnica de Puerto Rico,PR,UPDPR,UPDPR
Pontifical Catholic University of Puerto Rico-Mayaguez,PR,PCUPRM,PCUPRM
Universidad Ana G. Mendez-Gurabo Campus,PR,UAGMGC,UAGMGC
College of Micronesia-FSM,FM,CMF,CMF
Palau Community College,PW,PCC,PCC
University of the Virgin Islands,VI,UVI,UVI
Stanford University,CA,SU,SU
Purdue University-Main Campus,IN,PUMC,PUMC
Parker University,TX,PU,PU
EDP University of Puerto Rico Inc-San Juan,PR,EUPRISJ,EUPRISJ
ICPR Junior College,PR,IJC,IJC
Meridian College,FL,MC,MC
Georgia State University-Perimeter College,GA,GSUPC,GSUPC
Georgia Piedmont Technical College,GA,GPTC,GPTC
ETI School of Skilled Trades,IL,ESST,ESST
Traxlers School of Hair,MS,TSH,TSH
Warren County Community College,NJ,WCCC,WCCC
Bais Medrash Elyon,NY,BME,BME
Antioch University-Los Angeles,CA,AULA,AULA
Antioch University-Santa Barbara,CA,AUSB,AUSB
Antioch University-New England,NH,AUNE,AUNE
Antioch University-Seattle,WA,AUS,AUS
Antioch University,OH,AU,AU
Mid-America Christian University,OK,MACU,MACU
Miller-Motte College-Tulsa,OK,MMCT,MMCT
Ponca City Beauty College,OK,PCBC,PCBC
Francis Tuttle Technology Center,OK,FTTC,FTTC
Central Technology Center,OK,CTC,CTC
Carrington College-Portland,OR,CCP,CCP
Career Technology Center of Lackawanna County,PA,CTCLC,CTCLC
Palo Alto College,TX,PAC,PAC
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,TX,UUCASSA,UUCASSA
Central Texas Beauty College-Round Rock,TX,CTBCRR,CTBCRR
HJ International Graduate School for Peace and Public Leadership,NY,HIGSPPL,HIGSPPL
Athens Technical College,GA,ATC,ATC
GateWay Community College-Central City,AZ,GCCCC,GCCCC
Carrington College-San Leandro Campus,CA,CCSLC,CCSLC
Headmasters School of Hair Design,ID,HSHD,HSHD
The Salon Professional Academy-Nampa,ID,SPAN,SPAN
Beckfield College-Florence,KY,BCF,BCF
Dorsey College-Wayne,MI,DCW,DCW
Ecumenical Theological Seminary,MI,ETS,ETS
Ross Medical Education Center-Saginaw,MI,RMECS,RMECS
Sussex County Community College,NJ,SCCC,SCCC
Landmark College,VT,LC,LC
Yeshiva Gedolah of Greater Detroit,MI,YGGD,YGGD
Collin County Community College District,TX,CCCCD,CCCCD
Owensboro Community and Technical College,KY,OCTC,OCTC
Cloyd's Beauty School 3 Inc,LA,CBSI,CBSI
Moore Norman Technology Center,OK,MNTC,MNTC
Fayette County Career & Technical Institute Practical Nursing Program,PA,FCCTIPNP,FCCTIPNP
Franklin County Career and Technology Center,PA,FCCTC,FCCTC
Ogle School Hair Skin Nails-Hurst,TX,OSHSNH,OSHSNH
Tennessee College of Applied Technology Nashville,TN,TCATN,TCATN
ECPI University,VA,EU,EU
Ms Roberts Academy of Beauty Culture,IL,MRABC,MRABC
Paul Mitchell the School-Houston,TX,PMSH,PMSH
Fortis Institute-Forty Fort,PA,FIFF,FIFF
Aviation Institute of Maintenance-Philadelphia,PA,AIMP,AIMP
Dorsey College-Roseville,MI,DCR,DCR
Moler-Pickens Beauty Academy,OH,MPBA,MPBA
Red River Technology Center,OK,RRTC,RRTC
Southern Union State Community College,AL,SUSCC,SUSCC
South University-Columbia,SC,SUC,SUC
Greene County Career and Technology Center,PA,GCCTC,GCCTC
Lac Courte Oreilles Ojibwe University,WI,LCOOU,LCOOU
Diesel Driving Academy-Shreveport,LA,DDAS,DDAS
Pima Medical Institute-Mesa,AZ,PMIM,PMIM
Platt College-Los Angeles,CA,PCLA,PCLA
Paul Mitchell the School-Boise,ID,PMSB,PMSB
Educators of Beauty College of Cosmetology-Rockford,IL,EBCCR,EBCCR
Douglas J Aveda Institute,MI,DJAI,DJAI
Ross Medical Education Center-Brighton,MI,RMECB,RMECB
Ross Medical Education Center-Ann Arbor,MI,RMECAA,RMECAA
Dorsey School of Beauty,MI,DSB,DSB
Pike-Lincoln Technical Center,MO,PLTC,PLTC
St Charles Community College,MO,SCCC,SCCC
University of Massachusetts Global,CA,UMG,UMG
New College of Florida,FL,NCF,NCF
Montana Bible College,MT,MBC,MBC
Conservatory of Recording Arts and Sciences,AZ,CRAS,CRAS
Dr. Ida Rolf Institute,CO,DIRI,DIRI
Aveda Institute-Fort Myers,FL,AIFM,AIFM
Ross Medical Education Center-Port Huron,MI,RMECPH,RMECPH
Raphael's School of Beauty Culture Inc-Alliance,OH,RSBCIA,RSBCIA
Metro Technology Centers,OK,MTC,MTC
Luna Community College,NM,LCC,LCC
Grabber School of Hair Design,MO,GSHD,GSHD
Yeshivah Gedolah Rabbinical College,FL,YGRC,YGRC
Raphael's School of Beauty Culture Inc-Brunswick,OH,RSBCIB,RSBCIB
Caribbean University-Ponce,PR,CUP,CUP
Caribbean University-Vega Baja,PR,CUVB,CUVB
University of Advancing Technology,AZ,UAT,UAT
Paradise Valley Community College,AZ,PVCC,PVCC
Chandler-Gilbert Community College,AZ,CGCC,CGCC
Great Plains Technology Center,OK,GPTC,GPTC
Roane-Jackson Technical Center,WV,RJTC,RJTC
Pioneer Technology Center,OK,PTC,PTC
Portage Lakes Career Center,OH,PLCC,PLCC
Caddo Kiowa Technology Center,OK,CKTC,CKTC
Center for Instruction Technology & Innovation,NY,CITI,CITI
International School of Skin Nailcare & Massage Therapy,GA,ISSNMT,ISSNMT
Palomar Institute of Cosmetology,CA,PIC,PIC
Southern Oklahoma Technology Center,OK,SOTC,SOTC
Autry Technology Center,OK,ATC,ATC
Greene County Career Center,OH,GCCC,GCCC
Canadian Valley Technology Center,OK,CVTC,CVTC
Wilkes-Barre Area Career and Technical Center Practical Nursing,PA,WBACTCPN,WBACTCPN
Meridian Technology Center,OK,MTC,MTC
