name,state,acronym,short_name
Waynesville Career Center,MO,WCC,WCC
Capitol Beauty School,NE,CBS,CBS
Morris County Vocational School District,NJ,MCVSD,MCVSD
Ross Medical Education Center-Roosevelt Park,MI,RMECRP,RMECRP
Ross Medical Education Center-Kentwood,MI,RMECK,RMECK
South Florida Bible College and Theological Seminary,FL,SFBCTS,SFBCTS
Cloyd's Barber School 2 Inc,LA,CBSI,CBSI
Universal Technical Institute of Illinois Inc,IL,UTIII,UTIII
Pennsylvania College of Technology,PA,PCT,PCT
Commonwealth Institute of Funeral Service,TX,CIFS,CIFS
Delta College of Arts & Technology,LA,DCAT,DCAT
Stone Child College,MT,SCC,SCC
New York Academy of Art,NY,NYAA,NYAA
Suffolk County Community College,NY,SCCC,SCCC
Las Positas College,CA,LPC,LPC
Ogeechee Technical College,GA,OTC,OTC
Remington College-Mobile Campus,AL,RCMC,RCMC
Southern Technical College,FL,STC,STC
Mercy-St Luke's School of Radiologic Technology,IA,MSLSRT,MSLSRT
Northwest Technology Center-Alva,OK,NTCA,NTCA
California State University-San Marcos,CA,CSUSM,CSUSM
Tricoci University of Beauty Culture LLC-Bloomington,IN,TUBCLB,TUBCLB
Interactive College of Technology-Newport,KY,ICTN,ICTN
Ross Medical Education Center-Taylor,MI,RMECT,RMECT
Interactive College of Technology,TX,ICT,ICT
Butler Beauty Academy-New Castle Beauty Academy,PA,BBANCBA,BBANCBA
NorthWest Arkansas Community College,AR,NACC,NACC
H W Brewster Technical College,FL,HWBTC,HWBTC
University of St. Augustine for Health Sciences,CA,USAHS,USAHS
Capital Area Career Center,IL,CACC,CACC
Empire Beauty School-Bloomfield,NJ,EBSB,EBSB
Southwest Technology Center,OK,STC,STC
Western Area Career & Technology Center,PA,WACTC,WACTC
Nossi College of Art and Design,TN,NCAD,NCAD
Pima Medical Institute-Seattle,WA,PMIS,PMIS
Mineral County Vocational Technical Center,WV,MCVTC,MCVTC
Hypnosis Motivation Institute,CA,HMI,HMI
Thanh Le College School of Cosmetology,CA,TLCSC,TLCSC
Southeastern Technical College,GA,STC,STC
Massachusetts School of Law,MA,MSL,MSL
Universal Technical Institute-Orlando,FL,UTIO,UTIO
Erwin Technical College,FL,ETC,ETC
Rosel School of Cosmetology,IL,RSC,RSC
Worsham College of Mortuary Science,IL,WCMS,WCMS
Central Pennsylvania Institute of Science and Technology,PA,CPIST,CPIST
Northwest Educational Center,TX,NEC,NEC
PCI Health Training Center,TX,PHTC,PHTC
Hamrick School,OH,HS,HS
Fortis College,AL,FC,FC
Downey Adult School,CA,DAS,DAS
CRU Institute of Cosmetology and Barbering,CA,CICB,CICB
Modern Technology School,CA,MTS,MTS
National Career Education,CA,NCE,NCE
North-West College-Glendale,CA,NWCG,NWCG
Fremont University,CA,FU,FU
Pomona Unified School District Adult and Career Education,CA,PUSDACE,PUSDACE
Universal College of Beauty Inc-Los Angeles 2,CA,UCBILA,UCBILA
IBMC College,CO,IC,IC
Avalon Institute-Aurora,CO,AIA,AIA
Academy of Cosmetology,FL,AC,AC
Fortis College-Smyrna,GA,FCS,FCS
Ross College-Davenport,IA,RCD,RCD
Pivot Point Academy,IL,PPA,PPA
Blalock's Professional Beauty College,LA,BPBC,BPBC
Diesel Driving Academy-Baton Rouge,LA,DDABR,DDABR
New England Hair Academy,MA,NEHA,NEHA
Rob Roy Academy-Worcester,MA,RRAW,RRAW
Upper Cape Cod Regional Technical School,MA,UCCRTS,UCCRTS
All-State Career-Baltimore,MD,ASCB,ASCB
Adler Graduate School,MN,AGS,AGS
Mississippi Barber Academy,MS,MBA,MBA
KC's School of Hair Design,MS,KSHD,KSHD
Lincoln Technical Institute-Moorestown,NJ,LTIM,LTIM
MCVSD,NJ,,MCVSD
Yeshiva Gedolah Imrei Yosef D'spinka,NY,YGIYD,YGIYD
Knox County Career Center,OH,KCCC,KCCC
Madison Adult Career Center,OH,MACC,MACC
Remington College-Cleveland Campus,OH,RCCC,RCCC
Brown & Clermont Adult Career Campuses,OH,BCACC,BCACC
Chisholm Trail Technology Center,OK,CTTC,CTTC
Gordon Cooper Technology Center,OK,GCTC,GCTC
Kiamichi Technology Center-McAlester,OK,KTCM,KTCM
YTI Career Institute-Altoona,PA,YCIA,YCIA
Eastern Center for Arts and Technology,PA,ECAT,ECAT
Empire Beauty School-Center City Philadelphia,PA,EBSCCP,EBSCCP
CEM College-Humacao,PR,CCH,CCH
Colegio Mayor de Tecnologia Inc,PR,CMDTI,CMDTI
Institucion Chaviano de Mayaguez,PR,ICDM,ICDM
Liceo de Arte-Dise-O y Comercio,PR,LDADOYC,LDADOYC
Universal Technology College of Puerto Rico,PR,UTCPR,UTCPR
Academy of Hair Technology,SC,AHT,AHT
Mr Wayne's School of Unisex Hair Design,TN,MWSUHD,MWSUHD
College of the Marshall Islands,MH,CMI,CMI
Remington College-Fort Worth Campus,TX,RCFWC,RCFWC
UCAS University of Cosmetology Arts & Sciences,TX,UUCAS,UUCAS
School of Automotive Machinists & Technology,TX,SAMT,SAMT
Nuvani Institute,TX,NI,NI
Texas College of Cosmetology-Abilene,TX,TCCA,TCCA
Centura College-Newport News,VA,CCNN,CCNN
Centura College-Norfolk,VA,CCN,CCN
Virginia Beach City Public Schools School of Practical Nursing,VA,VBCPSSPN,VBCPSSPN
Northwest College of Art & Design,WA,NCAD,NCAD
University of Washington-Bothell Campus,WA,UWBC,UWBC
University of Washington-Tacoma Campus,WA,UWTC,UWTC
Huntington School of Beauty Culture,WV,HSBC,HSBC
Valley College-Beckley,WV,VCB,VCB
Valley College-Martinsburg,WV,VCM,VCM
Bellus Academy-Poway,CA,BAP,BAP
Capstone College,CA,CC,CC
Central Coast College,CA,CCC,CCC
Pacific College of Health and Science,CA,PCHS,PCHS
Artistic Nails and Beauty Academy-Tampa,FL,ANBAT,ANBAT
National Aviation Academy of Tampa Bay,FL,NAATB,NAATB
Madison Oneida BOCES-Practical Nursing Program,NY,MOBPNP,MOBPNP
College of Health Care Professions,TX,CHCP,CHCP
Center for Advanced Legal Studies,TX,CALS,CALS
Houston Training School-Main Campus,TX,HTSMC,HTSMC
Bay Mills Community College,MI,BMCC,BMCC
Fond du Lac Tribal and Community College,MN,FDLTCC,FDLTCC
Northwest Indian College,WA,NIC,NIC
Provo College,UT,PC,PC
CET-Coachella,CA,CC,CC
CET-Oxnard,CA,CO,CO
CET-Santa Maria,CA,CSM,CSM
Colorado Chinese Medicine University,CO,CCMU,CCMU
Michigan College of Beauty-Troy,MI,MCBT,MCBT
Ogle School Hair Skin Nails-Dallas,TX,OSHSND,OSHSND
Phoenix Seminary,AZ,PS,PS
Faust Institute of Cosmetology-Spirit Lake,IA,FICSL,FICSL
Colorado School of Healing Arts,CO,CSHA,CSHA
Mt. Diablo Adult Education-Mt. Diablo USD,CA,MDAEMDU,MDAEMDU
Greater Lowell Technical School,MA,GLTS,GLTS
Academy of Hair Design-Pearl,MS,AHDP,AHDP
Genesis Career College-Lebanon,TN,GCCL,GCCL
Southwest College for the Deaf,TX,SCD,SCD
Fortis College-Richmond,VA,FCR,FCR
Midwest College of Oriental Medicine-Racine,WI,MCOMR,MCOMR
Hacienda La Puente Adult Education,CA,HLPAE,HLPAE
La Belle Beauty Academy,FL,LBBA,LBBA
Hawaii Community College,HI,HCC,HCC
Robert Fiance Beauty Schools-North Plainfield,NJ,RFBSNP,RFBSNP
Long Island Beauty School-Hauppauge,NY,LIBSH,LIBSH
Buckeye Joint Vocational School,OH,BJVS,BJVS
Sandusky Career Center,OH,SCC,SCC
Greater Altoona Career & Technology Center,PA,GACTC,GACTC
Central Texas Beauty College-Temple,TX,CTBCT,CTBCT
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,NY,ECCBPNP,ECCBPNP
Eastern New Mexico University Ruidoso Branch Community College,NM,ENMURBCC,ENMURBCC
UEI College-Ontario,CA,UCO,UCO
UEI College-Reseda,CA,UCR,UCR
Beacon College,FL,BC,BC
Acupuncture and Integrative Medicine College-Berkeley,CA,AIMCB,AIMCB
Estrella Mountain Community College,AZ,EMCC,EMCC
Heartland Community College,IL,HCC,HCC
University of the Potomac-Washington DC Campus,DC,UPWDC,UPWDC
Rabbi Jacob Joseph School,NJ,RJJS,RJJS
The Salon Professional Academy-Melbourne,FL,SPAM,SPAM
Albert Einstein College of Medicine,NY,AECM,AECM
Fortis Institute-Scranton,PA,FIS,FIS
Everglades University,FL,EU,EU
Seminar L'moros Bais Yaakov,NY,SLBY,SLBY
Herzing University-Orlando,FL,HUO,HUO
College of Biblical Studies-Houston,TX,CBSH,CBSH
Mercaz Hatorah of Belle Harbor,NY,MHBH,MHBH
Mid-EastCTC-Adult Education,OH,MEAE,MEAE
Polaris Career Center,OH,PCC,PCC
P&A Scholars Beauty School,MI,PSBS,PSBS
Sharp's Academy of Hairstyling,MI,SAH,SAH
The College of Health Care Professions-Northwest,TX,CHCPN,CHCPN
School of Professional Horticulture New York Botanical Garden,NY,SPHNYBG,SPHNYBG
UEI College-Gardena,CA,UCG,UCG
Asian-American International Beauty College,CA,AAIBC,AAIBC
Copper Mountain Community College,CA,CMCC,CMCC
Diversified Vocational College,CA,DVC,DVC
UEI College-Fresno,CA,UCF,UCF
Santiago Canyon College,CA,SCC,SCC
Southern California Institute of Technology,CA,SCIT,SCIT
Soka University of America,CA,SUA,SUA
Summit College,CA,SC,SC
Advance Beauty College,CA,ABC,ABC
Los Angeles Pacific College,CA,LAPC,LAPC
World Mission University,CA,WMU,WMU
Yo San University of Traditional Chinese Medicine,CA,YSUTCM,YSUTCM
John Amico School of Hair Design,IL,JASHD,JASHD
Delta College Inc,LA,DCI,DCI
Tri-State Cosmetology Institute,TX,TSCI,TSCI
Brookline College-Tempe,AZ,BCT,BCT
Inter American University of Puerto Rico-School of Optometry,PR,IAUPRSO,IAUPRSO
Schiller International University,FL,SIU,SIU
Coconino Community College,AZ,CCC,CCC
Emma's Beauty Academy-Juana Diaz,PR,EBAJD,EBAJD
Brillare Beauty Institute,TN,BBI,BBI
Pima Medical Institute-Denver,CO,PMID,PMID
Ohio State School of Cosmetology-Heath,OH,OSSCH,OSSCH
Yeshivas Novominsk,NY,YN,YN
Southern Careers Institute-Corpus Christi,TX,SCICC,SCICC
Rabbinical College of Ohr Shimon Yisroel,NY,RCOSY,RCOSY
Carroll Community College,MD,CCC,CCC
Galen College of Nursing-Tampa Bay,FL,GCNTB,GCNTB
Galen College of Nursing-San Antonio,TX,GCNSA,GCNSA
Sarasota School of Massage Therapy,FL,SSMT,SSMT
Schuyler Steuben Chemung Tioga Allegany BOCES,NY,SSCTAB,SSCTAB
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,NY,DCMOBPNP,DCMOBPNP
Central Susquehanna Intermediate Unit LPN Career,PA,CSIULC,CSIULC
Cosmetology Training Center,LA,CTC,CTC
Stage One-The Hair School,LA,SOHS,SOHS
Empire Beauty School-Malden,MA,EBSM,EBSM
Xenon A Stephanie Moss Academy,NE,XSMA,XSMA
Orlo School of Hair Design and Cosmetology,NY,OSHDC,OSHDC
Eastland-Fairfield Career and Technical Schools,OH,EFCTS,EFCTS
Empire Beauty School-Cincinnati,OH,EBSC,EBSC
Mahoning County Career and Technical Center,OH,MCCTC,MCCTC
Maplewood Area Joint Vocational School,OH,MAJVS,MAJVS
Pickaway Ross Joint Vocational School District,OH,PRJVSD,PRJVSD
Pioneer Career and Technology Center,OH,PCTC,PCTC
Raphael's School of Beauty Culture Inc-Boardman,OH,RSBCIB,RSBCIB
Scioto County Career Technical Center,OH,SCCTC,SCCTC
Pacific Bible College,OR,PBC,PBC
Lake Erie College of Osteopathic Medicine,PA,LECOM,LECOM
UCAS University of Cosmetology Arts & Sciences-Harlingen,TX,UUCASH,UUCASH
Paul Mitchell the School-Federal Way,WA,PMSFW,PMSFW
Empire Beauty School-Green Bay,WI,EBSGB,EBSGB
Warren County Career Center,OH,WCCC,WCCC
Paul Mitchell the School-Wichita,KS,PMSW,PMSW
Pinnacle Institute of Cosmetology,NC,PIC,PIC
Southern Careers Institute-Pharr,TX,SCIP,SCIP
Florida National University-Main Campus,FL,FNUMC,FNUMC
Georgia Institute of Cosmetology,GA,GIC,GIC
Nouvelle Institute,FL,NI,NI
Franklin Technology Center Adult Education,MO,FTCAE,FTCAE
Professional Technical Institution,PR,PTI,PTI
Erikson Institute,IL,EI,EI
South Texas College,TX,STC,STC
Pike County Joint Vocational School District,OH,PCJVSD,PCJVSD
Lorain County Joint Vocational School District,OH,LCJVSD,LCJVSD
Roger Williams University School of Law,RI,RWUSL,RWUSL
California State University-Monterey Bay,CA,CSUMB,CSUMB
Ohio Media School-Valley View,OH,OMSVV,OMSVV
EINE Inc,MA,EI,EI
Marian Health Careers Center-Los Angeles Campus,CA,MHCCLAC,MHCCLAC
Cleveland Clinic School of Health Professions Radiologic Technology Program,OH,CCSHPRTP,CCSHPRTP
Academy for Nursing and Health Occupations,FL,ANHO,ANHO
Shawsheen Valley School of Practical Nursing,MA,SVSPN,SVSPN
Shear Ego International School of Hair Design,NY,SEISHD,SEISHD
Remington College-Memphis Campus,TN,RCMC,RCMC
Fayette Institute of Technology,WV,FIT,FIT
Capella University,MN,CU,CU
College of Menominee Nation,WI,CMN,CMN
Leech Lake Tribal College,MN,LLTC,LLTC
Spartan College of Aeronautics & Technology,CA,SCAT,SCAT
Yukon Beauty College Inc,OK,YBCI,YBCI
United Education Institute-Morrow,GA,UEIM,UEIM
Artistic Academy of Hair Design,NJ,AAHD,AAHD
Motoring Technical Training Institute,MA,MTTI,MTTI
Mech-Tech College,PR,MTC,MTC
Baldwin Beauty School-North Austin,TX,BBSNA,BBSNA
Jean Madeline Aveda Institute,PA,JMAI,JMAI
Tricoci University of Beauty Culture-Indianapolis,IN,TUBCI,TUBCI
Trine University-Regional/Non-Traditional Campuses,IN,TURNTC,TURNTC
Pennsylvania Highlands Community College,PA,PHCC,PHCC
Nevada Career Institute,NV,NCI,NCI
Phillips Theological Seminary,OK,PTS,PTS
Empire Beauty School-Hanover,PA,EBSH,EBSH
Industrial Management Training Institute,CT,IMTI,IMTI
Allen School-Jamaica,NY,ASJ,ASJ
Premiere Career College,CA,PCC,PCC
The University of Texas MD Anderson Cancer Center,TX,UTMACC,UTMACC
Estes Institute of Cosmetology Arts and Science,CA,EICAS,EICAS
Baldwin Park Adult & Community Education,CA,BPACE,BPACE
Ventura Adult and Continuing Education,CA,VACE,VACE
Career Center of Southern Illinois,IL,CCSI,CCSI
Crave Beauty Academy,KS,CBA,CBA
Hastings Beauty School,MN,HBS,HBS
Kirksville Area Technical Center,MO,KATC,KATC
Southern Missouri Technical Institute,MO,SMTI,SMTI
Saline County Career Center,MO,SCCC,SCCC
Warrensburg Area Career Center,MO,WACC,WACC
Cass Career Center,MO,CCC,CCC
Applied Tech,MO,AT,AT
Central College of Cosmetology,MO,CCC,CCC
Southeast Missouri Hospital College of Nursing and Health Sciences,MO,SMHCNHS,SMHCNHS
Messenger College,TX,MC,MC
Union County Vocational Technical School,NJ,UCVTS,UCVTS
Prism Career Institute-Philadelphia,PA,PCIP,PCIP
Clinton Essex Warren Washington BOCES,NY,CEWWB,CEWWB
Jefferson Lewis BOCES-Practical Nursing Program,NY,JLBPNP,JLBPNP
Veeb Nassau County School of Practical Nursing,NY,VNCSPN,VNCSPN
Cattaraugus Allegany BOCES-Practical Nursing Program,NY,CABPNP,CABPNP
Orange Ulster BOCES,NY,OUB,OUB
Broome Delaware Tioga BOCES-Practical Nursing Program,NY,BDTBPNP,BDTBPNP
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,NY,WSWHEBPNP,WSWHEBPNP
Albany BOCES-Adult Practical Nursing Program,NY,ABAPNP,ABAPNP
Eastern Suffolk BOCES,NY,ESB,ESB
Rockland County BOCES-Practical Nursing Program,NY,RCBPNP,RCBPNP
New York College of Health Professions,NY,NYCHP,NYCHP
Charles Stuart School of Diamond Setting,NY,CSSDS,CSSDS
Career and Technology Education Centers of Licking County,OH,CTECLC,CTECLC
Northern Career Institute,OH,NCI,NCI
Washington County Career Center-Adult Technical Training,OH,WCCCATT,WCCCATT
Ohio Media School-Cincinnati,OH,OMSC,OMSC
Vantage Career Center,OH,VCC,VCC
Indian Capital Technology Center-Muskogee,OK,ICTCM,ICTCM
Western Technology Center,OK,WTC,WTC
Mid-America Technology Center,OK,MATC,MATC
Eastern Oklahoma County Technology Center,OK,EOCTC,EOCTC
Wes Watkins Technology Center,OK,WWTC,WWTC
York County School of Technology-Adult & Continuing Education,PA,YCSTACE,YCSTACE
Chester County Intermediate Unit,PA,CCIU,CCIU
Jefferson County DuBois Area Vocational Technical School,PA,JCDAVTS,JCDAVTS
Greater Johnstown Career and Technology Center,PA,GJCTC,GJCTC
Mifflin County Academy of Science and Technology,PA,MCAST,MCAST
Lenape Technical School Practical Nursing Program,PA,LTSPNP,LTSPNP
Venango County Area Vocational Technical School,PA,VCAVTS,VCAVTS
Lancaster County Career and Technology Center,PA,LCCTC,LCCTC
Indiana County Technology Center,PA,ICTC,ICTC
Northern Tier Career Center,PA,NTCC,NTCC
Hazleton Area Career Center,PA,HACC,HACC
All-State Career School-Pittsburgh,PA,ASCSP,ASCSP
D'Mart Institute,PR,DI,DI
Automeca Technical College-Aguadilla,PR,ATCA,ATCA
North Central Institute,TN,NCI,NCI
Tint School of Makeup and Cosmetology-Dallas,TX,TSMCD,TSMCD
United Technical Center,WV,UTC,UTC
Charles H McCann Technical School,MA,CHMTS,CHMTS
Central California School of Continuing Education,CA,CCSCE,CCSCE
HCA Florida Mercy Hospital School of Practical Nursing,FL,HFMHSPN,HFMHSPN
Rivertown School of Beauty Barber Skin Care and Nails,GA,RSBBSCN,RSBBSCN
Atlanta Institute of Music and Media,GA,AIMM,AIMM
Illinois Media School,IL,IMS,IMS
New Dimensions School,MO,NDS,NDS
Jna Institute of Culinary Arts,PA,JICA,JICA
Putnam Career and Technical Center,WV,PCTC,PCTC
Texas College of Cosmetology-San Angelo,TX,TCCSA,TCCSA
Automeca Technical College-Bayamon,PR,ATCB,ATCB
Automeca Technical College-Caguas,PR,ATCC,ATCC
Automeca Technical College-Ponce,PR,ATCP,ATCP
Prism Career Institute-Cherry Hill,NJ,PCICH,PCICH
Sonoran University of Health Sciences,AZ,SUHS,SUHS
Yeshiva D'monsey Rabbinical College,NY,YDRC,YDRC
Lincoln Technical Institute-Mahwah,NJ,LTIM,LTIM
Northwest Vista College,TX,NVC,NVC
Oconee Fall Line Technical College,GA,OFLTC,OFLTC
York County Community College,ME,YCCC,YCCC
Western Suffolk BOCES,NY,WSB,WSB
Arkansas State University-Mountain Home,AR,ASUMH,ASUMH
Columbia Gorge Community College,OR,CGCC,CGCC
Bakke Graduate University,TX,BGU,BGU
Tillamook Bay Community College,OR,TBCC,TBCC
Manhattan School of Computer Technology,NY,MSCT,MSCT
Ross College-Hopkinsville,KY,RCH,RCH
Paul Mitchell the School-St. George,UT,PMSSG,PMSSG
Cadillac Institute of Cosmetology,MI,CIC,CIC
Arizona College of Nursing-Tempe,AZ,ACNT,ACNT
Vanguard-Sentinel Adult Career and Technology Center,OH,VSACTC,VSACTC
Academy of Beauty Professionals,MO,ABP,ABP
Eastern International College-Jersey City,NJ,EICJC,EICJC
Academia Serrant Inc,PR,ASI,ASI
San Joaquin Valley College-Trades Education Center,CA,SJVCTEC,SJVCTEC
Pacific College,CA,PC,PC
American College of Healthcare and Technology,CA,ACHT,ACHT
Compu-Med Vocational Careers Corp,FL,CMVCC,CMVCC
Advantage Technical College,PR,ATC,ATC
Mid Cities Barber College,TX,MCBC,MCBC
Midwestern University-Glendale,AZ,MUG,MUG
Oregon Coast Community College,OR,OCCC,OCCC
Gwinnett College,GA,GC,GC
Embry-Riddle Aeronautical University-Worldwide,FL,ERAUW,ERAUW
Merkaz Bnos-Business School,NY,MBBS,MBBS
Lia Schorr Institute of Cosmetic Skin Care Training,NY,LSICSCT,LSICSCT
Aviation Institute of Maintenance-Norfolk,VA,AIMN,AIMN
Osceola Technical College,FL,OTC,OTC
Miami Ad School,FL,MAS,MAS
Green Country Technology Center,OK,GCTC,GCTC
Nova College de Puerto Rico,PR,NCDPR,NCDPR
John Wesley International Barber and Beauty College,CA,JWIBBC,JWIBBC
Southeastern College-Boynton Beach,FL,SCBB,SCBB
Ottawa University-Milwaukee,WI,OUM,OUM
Klamath Community College,OR,KCC,KCC
American College of Acupuncture and Oriental Med,TX,ACAOM,ACAOM
Urban College of Boston,MA,UCB,UCB
Strayer University-Maryland,MD,SUM,SUM
Empire Beauty School-Monroeville,PA,EBSM,EBSM
Southern Careers Institute-San Antonio,TX,SCISA,SCISA
Cayce/Reilly School of Massage,VA,CRSM,CRSM
Prism Career Institute-West Atlantic City,NJ,PCIWAC,PCIWAC
Studio Jewelers,NY,SJ,SJ
Praxis Institute,FL,PI,PI
San Juan Bautista School of Medicine,PR,SJBSM,SJBSM
Texas Health and Science University,TX,THSU,THSU
Carver Career Center,WV,CCC,CCC
Cayuga Onondaga BOCES-Practical Nursing Program,NY,COBPNP,COBPNP
Clearfield County Career and Technology Center,PA,CCCTC,CCCTC
Colegio de Cinematografia Artes y Television,PR,CDCAYT,CDCAYT
Delaware County Technical School-Practical Nursing Program,PA,DCTSPNP,DCTSPNP
Mid-Del Technology Center,OK,MDTC,MDTC
New York Institute of Massage Inc,NY,NYIMI,NYIMI
Dutchess BOCES-Practical Nursing Program,NY,DBPNP,DBPNP
Escuela Tecnica de Electricidad,PR,ETDE,ETDE
Institute of Technology,CA,IT,IT
